# Planck 2018 lensed scalar CMB, D_ell = l(l+1)C_l/2pi in muK^2.
# Lensing BB only -- scalars, r = 0, no primordial B modes.
# Planck 2018 VI Table 2, TT,TE,EE+lowE+lensing (marginalised means):
#   H0=67.36 ombh2=0.02237 omch2=0.12 tau=0.0544
#   As=2.1e-09 ns=0.9649 mnu=0.06 omk=0
# CAMB 1.6.5, lens_potential_accuracy=4.
# columns: ell  D_TT  D_EE  D_BB  D_TE
    1131     1.23905E+03     1.44603E+01     1.00319E-01    -4.66692E+01
    1132     1.23866E+03     1.43547E+01     1.00333E-01    -4.57814E+01
    1133     1.23818E+03     1.42539E+01     1.00345E-01    -4.48901E+01
    1134     1.23762E+03     1.41577E+01     1.00356E-01    -4.39956E+01
    1135     1.23699E+03     1.40662E+01     1.00367E-01    -4.30984E+01
    1136     1.23627E+03     1.39795E+01     1.00376E-01    -4.21986E+01
    1137     1.23548E+03     1.38975E+01     1.00385E-01    -4.12969E+01
    1138     1.23461E+03     1.38203E+01     1.00392E-01    -4.03936E+01
    1139     1.23366E+03     1.37478E+01     1.00398E-01    -3.94891E+01
    1140     1.23262E+03     1.36801E+01     1.00404E-01    -3.85837E+01
    1141     1.23151E+03     1.36171E+01     1.00408E-01    -3.76781E+01
    1142     1.23032E+03     1.35589E+01     1.00411E-01    -3.67725E+01
    1143     1.22905E+03     1.35056E+01     1.00413E-01    -3.58673E+01
    1144     1.22769E+03     1.34570E+01     1.00414E-01    -3.49631E+01
    1145     1.22626E+03     1.34132E+01     1.00414E-01    -3.40601E+01
    1146     1.22476E+03     1.33741E+01     1.00413E-01    -3.31588E+01
    1147     1.22318E+03     1.33399E+01     1.00411E-01    -3.22596E+01
    1148     1.22151E+03     1.33104E+01     1.00407E-01    -3.13629E+01
    1149     1.21977E+03     1.32856E+01     1.00403E-01    -3.04690E+01
    1150     1.21796E+03     1.32656E+01     1.00397E-01    -2.95783E+01
    1151     1.21606E+03     1.32503E+01     1.00390E-01    -2.86912E+01
    1152     1.21409E+03     1.32396E+01     1.00382E-01    -2.78081E+01
    1153     1.21205E+03     1.32337E+01     1.00373E-01    -2.69294E+01
    1154     1.20993E+03     1.32325E+01     1.00363E-01    -2.60554E+01
    1155     1.20774E+03     1.32358E+01     1.00352E-01    -2.51865E+01
    1156     1.20547E+03     1.32438E+01     1.00339E-01    -2.43232E+01
    1157     1.20313E+03     1.32564E+01     1.00326E-01    -2.34657E+01
    1158     1.20073E+03     1.32736E+01     1.00311E-01    -2.26145E+01
    1159     1.19825E+03     1.32952E+01     1.00295E-01    -2.17700E+01
    1160     1.19571E+03     1.33214E+01     1.00277E-01    -2.09324E+01
    1161     1.19309E+03     1.33520E+01     1.00259E-01    -2.01022E+01
    1162     1.19042E+03     1.33871E+01     1.00239E-01    -1.92795E+01
    1163     1.18767E+03     1.34266E+01     1.00219E-01    -1.84648E+01
    1164     1.18486E+03     1.34704E+01     1.00197E-01    -1.76584E+01
    1165     1.18199E+03     1.35186E+01     1.00174E-01    -1.68607E+01
    1166     1.17905E+03     1.35710E+01     1.00150E-01    -1.60718E+01
    1167     1.17605E+03     1.36277E+01     1.00124E-01    -1.52923E+01
    1168     1.17298E+03     1.36885E+01     1.00098E-01    -1.45223E+01
    1169     1.16986E+03     1.37536E+01     1.00070E-01    -1.37621E+01
    1170     1.16668E+03     1.38226E+01     1.00041E-01    -1.30121E+01
    1171     1.16344E+03     1.38957E+01     1.00011E-01    -1.22726E+01
    1172     1.16014E+03     1.39729E+01     9.99800E-02    -1.15438E+01
    1173     1.15679E+03     1.40539E+01     9.99477E-02    -1.08261E+01
    1174     1.15338E+03     1.41389E+01     9.99142E-02    -1.01199E+01
    1175     1.14992E+03     1.42278E+01     9.98796E-02    -9.42513E+00
    1176     1.14641E+03     1.43203E+01     9.98439E-02    -8.74228E+00
    1177     1.14284E+03     1.44166E+01     9.98071E-02    -8.07153E+00
    1178     1.13922E+03     1.45166E+01     9.97692E-02    -7.41315E+00
    1179     1.13556E+03     1.46202E+01     9.97301E-02    -6.76739E+00
    1180     1.13185E+03     1.47273E+01     9.96900E-02    -6.13451E+00
    1181     1.12809E+03     1.48378E+01     9.96487E-02    -5.51475E+00
    1182     1.12429E+03     1.49518E+01     9.96064E-02    -4.90832E+00
    1183     1.12044E+03     1.50691E+01     9.95630E-02    -4.31546E+00
    1184     1.11655E+03     1.51898E+01     9.95185E-02    -3.73638E+00
    1185     1.11262E+03     1.53135E+01     9.94730E-02    -3.17132E+00
    1186     1.10864E+03     1.54405E+01     9.94264E-02    -2.62051E+00
    1187     1.10463E+03     1.55705E+01     9.93788E-02    -2.08416E+00
    1188     1.10058E+03     1.57035E+01     9.93301E-02    -1.56244E+00
    1189     1.09649E+03     1.58394E+01     9.92805E-02    -1.05552E+00
    1190     1.09236E+03     1.59782E+01     9.92298E-02    -5.63554E-01
    1191     1.08821E+03     1.61196E+01     9.91782E-02    -8.66982E-02
    1192     1.08402E+03     1.62639E+01     9.91255E-02     3.74876E-01
    1193     1.07980E+03     1.64107E+01     9.90719E-02     8.21023E-01
    1194     1.07556E+03     1.65601E+01     9.90173E-02     1.25157E+00
    1195     1.07128E+03     1.67119E+01     9.89618E-02     1.66640E+00
    1196     1.06698E+03     1.68661E+01     9.89053E-02     2.06540E+00
    1197     1.06265E+03     1.70226E+01     9.88480E-02     2.44844E+00
    1198     1.05831E+03     1.71813E+01     9.87897E-02     2.81543E+00
    1199     1.05394E+03     1.73422E+01     9.87305E-02     3.16616E+00
    1200     1.04955E+03     1.75050E+01     9.86704E-02     3.50065E+00
    1201     1.04514E+03     1.76699E+01     9.86095E-02     3.81866E+00
    1202     1.04071E+03     1.78367E+01     9.85477E-02     4.12026E+00
    1203     1.03627E+03     1.80052E+01     9.84851E-02     4.40528E+00
    1204     1.03181E+03     1.81755E+01     9.84216E-02     4.67373E+00
    1205     1.02734E+03     1.83474E+01     9.83573E-02     4.92549E+00
    1206     1.02285E+03     1.85209E+01     9.82923E-02     5.16059E+00
    1207     1.01836E+03     1.86958E+01     9.82264E-02     5.37896E+00
    1208     1.01386E+03     1.88722E+01     9.81598E-02     5.58049E+00
    1209     1.00936E+03     1.90498E+01     9.80924E-02     5.76528E+00
    1210     1.00484E+03     1.92286E+01     9.80243E-02     5.93317E+00
    1211     1.00032E+03     1.94085E+01     9.79555E-02     6.08436E+00
    1212     9.95804E+02     1.95895E+01     9.78860E-02     6.21876E+00
    1213     9.91282E+02     1.97715E+01     9.78158E-02     6.33634E+00
    1214     9.86761E+02     1.99544E+01     9.77449E-02     6.43709E+00
    1215     9.82250E+02     2.01380E+01     9.76734E-02     6.52111E+00
    1216     9.77733E+02     2.03223E+01     9.76012E-02     6.58833E+00
    1217     9.73224E+02     2.05072E+01     9.75284E-02     6.63884E+00
    1218     9.68724E+02     2.06927E+01     9.74550E-02     6.67264E+00
    1219     9.64231E+02     2.08786E+01     9.73810E-02     6.68966E+00
    1220     9.59740E+02     2.10648E+01     9.73065E-02     6.69015E+00
    1221     9.55270E+02     2.12512E+01     9.72314E-02     6.67386E+00
    1222     9.50801E+02     2.14379E+01     9.71558E-02     6.64105E+00
    1223     9.46354E+02     2.16245E+01     9.70797E-02     6.59177E+00
    1224     9.41913E+02     2.18112E+01     9.70030E-02     6.52602E+00
    1225     9.37494E+02     2.19978E+01     9.69259E-02     6.44412E+00
    1226     9.33089E+02     2.21843E+01     9.68484E-02     6.34605E+00
    1227     9.28705E+02     2.23704E+01     9.67704E-02     6.23188E+00
    1228     9.24341E+02     2.25563E+01     9.66919E-02     6.10191E+00
    1229     9.20005E+02     2.27417E+01     9.66131E-02     5.95612E+00
    1230     9.15689E+02     2.29267E+01     9.65339E-02     5.79467E+00
    1231     9.11394E+02     2.31111E+01     9.64544E-02     5.61762E+00
    1232     9.07125E+02     2.32949E+01     9.63744E-02     5.42525E+00
    1233     9.02891E+02     2.34778E+01     9.62942E-02     5.21749E+00
    1234     8.98676E+02     2.36600E+01     9.62137E-02     4.99460E+00
    1235     8.94495E+02     2.38412E+01     9.61329E-02     4.75659E+00
    1236     8.90339E+02     2.40214E+01     9.60518E-02     4.50366E+00
    1237     8.86217E+02     2.42005E+01     9.59704E-02     4.23593E+00
    1238     8.82128E+02     2.43785E+01     9.58889E-02     3.95363E+00
    1239     8.78072E+02     2.45552E+01     9.58071E-02     3.65687E+00
    1240     8.74049E+02     2.47305E+01     9.57251E-02     3.34586E+00
    1241     8.70065E+02     2.49045E+01     9.56430E-02     3.02080E+00
    1242     8.66121E+02     2.50770E+01     9.55607E-02     2.68190E+00
    1243     8.62209E+02     2.52479E+01     9.54783E-02     2.32927E+00
    1244     8.58335E+02     2.54172E+01     9.53958E-02     1.96305E+00
    1245     8.54501E+02     2.55847E+01     9.53132E-02     1.58355E+00
    1246     8.50712E+02     2.57505E+01     9.52306E-02     1.19094E+00
    1247     8.46962E+02     2.59143E+01     9.51478E-02     7.85406E-01
    1248     8.43258E+02     2.60763E+01     9.50651E-02     3.67145E-01
    1249     8.39591E+02     2.62361E+01     9.49823E-02    -6.36499E-02
    1250     8.35977E+02     2.63939E+01     9.48996E-02    -5.06757E-01
    1251     8.32401E+02     2.65495E+01     9.48168E-02    -9.61927E-01
    1252     8.28869E+02     2.67029E+01     9.47342E-02    -1.42888E+00
    1253     8.25390E+02     2.68540E+01     9.46515E-02    -1.90734E+00
    1254     8.21954E+02     2.70028E+01     9.45690E-02    -2.39705E+00
    1255     8.18570E+02     2.71492E+01     9.44865E-02    -2.89772E+00
    1256     8.15238E+02     2.72931E+01     9.44042E-02    -3.40908E+00
    1257     8.11957E+02     2.74345E+01     9.43220E-02    -3.93088E+00
    1258     8.08727E+02     2.75735E+01     9.42400E-02    -4.46283E+00
    1259     8.05540E+02     2.77098E+01     9.41581E-02    -5.00468E+00
    1260     8.02418E+02     2.78435E+01     9.40765E-02    -5.55615E+00
    1261     7.99340E+02     2.79744E+01     9.39950E-02    -6.11699E+00
    1262     7.96320E+02     2.81025E+01     9.39137E-02    -6.68692E+00
    1263     7.93357E+02     2.82278E+01     9.38327E-02    -7.26569E+00
    1264     7.90444E+02     2.83502E+01     9.37520E-02    -7.85302E+00
    1265     7.87588E+02     2.84697E+01     9.36715E-02    -8.44863E+00
    1266     7.84782E+02     2.85861E+01     9.35913E-02    -9.05220E+00
    1267     7.82040E+02     2.86996E+01     9.35114E-02    -9.66344E+00
    1268     7.79355E+02     2.88100E+01     9.34318E-02    -1.02820E+01
    1269     7.76727E+02     2.89173E+01     9.33526E-02    -1.09077E+01
    1270     7.74156E+02     2.90214E+01     9.32737E-02    -1.15402E+01
    1271     7.71640E+02     2.91224E+01     9.31952E-02    -1.21791E+01
    1272     7.69189E+02     2.92200E+01     9.31170E-02    -1.28242E+01
    1273     7.66794E+02     2.93144E+01     9.30392E-02    -1.34751E+01
    1274     7.64454E+02     2.94055E+01     9.29619E-02    -1.41316E+01
    1275     7.62177E+02     2.94933E+01     9.28849E-02    -1.47933E+01
    1276     7.59960E+02     2.95777E+01     9.28084E-02    -1.54601E+01
    1277     7.57804E+02     2.96588E+01     9.27324E-02    -1.61314E+01
    1278     7.55707E+02     2.97364E+01     9.26567E-02    -1.68071E+01
    1279     7.53671E+02     2.98104E+01     9.25816E-02    -1.74868E+01
    1280     7.51696E+02     2.98811E+01     9.25069E-02    -1.81703E+01
    1281     7.49781E+02     2.99481E+01     9.24328E-02    -1.88572E+01
    1282     7.47926E+02     3.00116E+01     9.23591E-02    -1.95472E+01
    1283     7.46133E+02     3.00715E+01     9.22859E-02    -2.02400E+01
    1284     7.44400E+02     3.01276E+01     9.22133E-02    -2.09353E+01
    1285     7.42728E+02     3.01801E+01     9.21412E-02    -2.16329E+01
    1286     7.41116E+02     3.02290E+01     9.20697E-02    -2.23323E+01
    1287     7.39566E+02     3.02742E+01     9.19987E-02    -2.30333E+01
    1288     7.38075E+02     3.03156E+01     9.19282E-02    -2.37355E+01
    1289     7.36645E+02     3.03533E+01     9.18584E-02    -2.44387E+01
    1290     7.35277E+02     3.03873E+01     9.17891E-02    -2.51425E+01
    1291     7.33969E+02     3.04176E+01     9.17204E-02    -2.58465E+01
    1292     7.32721E+02     3.04443E+01     9.16523E-02    -2.65506E+01
    1293     7.31534E+02     3.04672E+01     9.15849E-02    -2.72543E+01
    1294     7.30407E+02     3.04863E+01     9.15180E-02    -2.79575E+01
    1295     7.29339E+02     3.05017E+01     9.14518E-02    -2.86597E+01
    1296     7.28331E+02     3.05134E+01     9.13862E-02    -2.93607E+01
    1297     7.27382E+02     3.05213E+01     9.13212E-02    -3.00602E+01
    1298     7.26492E+02     3.05254E+01     9.12569E-02    -3.07578E+01
    1299     7.25660E+02     3.05257E+01     9.11932E-02    -3.14534E+01
    1300     7.24887E+02     3.05223E+01     9.11302E-02    -3.21466E+01
    1301     7.24171E+02     3.05150E+01     9.10678E-02    -3.28372E+01
    1302     7.23512E+02     3.05040E+01     9.10061E-02    -3.35246E+01
    1303     7.22910E+02     3.04893E+01     9.09451E-02    -3.42090E+01
    1304     7.22364E+02     3.04708E+01     9.08848E-02    -3.48897E+01
    1305     7.21875E+02     3.04486E+01     9.08251E-02    -3.55667E+01
    1306     7.21441E+02     3.04228E+01     9.07662E-02    -3.62395E+01
    1307     7.21062E+02     3.03932E+01     9.07079E-02    -3.69079E+01
    1308     7.20738E+02     3.03600E+01     9.06503E-02    -3.75717E+01
    1309     7.20468E+02     3.03231E+01     9.05934E-02    -3.82306E+01
    1310     7.20250E+02     3.02826E+01     9.05372E-02    -3.88841E+01
    1311     7.20085E+02     3.02384E+01     9.04817E-02    -3.95322E+01
    1312     7.19973E+02     3.01906E+01     9.04269E-02    -4.01745E+01
    1313     7.19911E+02     3.01392E+01     9.03729E-02    -4.08107E+01
    1314     7.19900E+02     3.00842E+01     9.03195E-02    -4.14408E+01
    1315     7.19939E+02     3.00257E+01     9.02668E-02    -4.20641E+01
    1316     7.20028E+02     2.99636E+01     9.02149E-02    -4.26807E+01
    1317     7.20165E+02     2.98982E+01     9.01637E-02    -4.32903E+01
    1318     7.20350E+02     2.98293E+01     9.01131E-02    -4.38927E+01
    1319     7.20582E+02     2.97571E+01     9.00633E-02    -4.44874E+01
    1320     7.20861E+02     2.96816E+01     9.00142E-02    -4.50745E+01
    1321     7.21185E+02     2.96028E+01     8.99659E-02    -4.56535E+01
    1322     7.21555E+02     2.95207E+01     8.99182E-02    -4.62244E+01
    1323     7.21969E+02     2.94355E+01     8.98712E-02    -4.67868E+01
    1324     7.22426E+02     2.93470E+01     8.98250E-02    -4.73405E+01
    1325     7.22925E+02     2.92554E+01     8.97794E-02    -4.78853E+01
    1326     7.23465E+02     2.91607E+01     8.97345E-02    -4.84210E+01
    1327     7.24047E+02     2.90628E+01     8.96904E-02    -4.89475E+01
    1328     7.24668E+02     2.89619E+01     8.96469E-02    -4.94644E+01
    1329     7.25328E+02     2.88580E+01     8.96042E-02    -4.99715E+01
    1330     7.26026E+02     2.87512E+01     8.95621E-02    -5.04687E+01
    1331     7.26761E+02     2.86414E+01     8.95207E-02    -5.09559E+01
    1332     7.27532E+02     2.85288E+01     8.94800E-02    -5.14328E+01
    1333     7.28338E+02     2.84133E+01     8.94399E-02    -5.18992E+01
    1334     7.29178E+02     2.82951E+01     8.94006E-02    -5.23549E+01
    1335     7.30051E+02     2.81742E+01     8.93619E-02    -5.27998E+01
    1336     7.30956E+02     2.80506E+01     8.93238E-02    -5.32337E+01
    1337     7.31893E+02     2.79243E+01     8.92864E-02    -5.36565E+01
    1338     7.32860E+02     2.77956E+01     8.92497E-02    -5.40680E+01
    1339     7.33856E+02     2.76643E+01     8.92136E-02    -5.44680E+01
    1340     7.34880E+02     2.75306E+01     8.91781E-02    -5.48565E+01
    1341     7.35931E+02     2.73943E+01     8.91432E-02    -5.52332E+01
    1342     7.37009E+02     2.72559E+01     8.91090E-02    -5.55979E+01
    1343     7.38111E+02     2.71150E+01     8.90753E-02    -5.59507E+01
    1344     7.39237E+02     2.69719E+01     8.90423E-02    -5.62912E+01
    1345     7.40386E+02     2.68266E+01     8.90098E-02    -5.66195E+01
    1346     7.41557E+02     2.66791E+01     8.89780E-02    -5.69353E+01
    1347     7.42748E+02     2.65295E+01     8.89467E-02    -5.72385E+01
    1348     7.43958E+02     2.63777E+01     8.89159E-02    -5.75290E+01
    1349     7.45188E+02     2.62241E+01     8.88857E-02    -5.78067E+01
    1350     7.46434E+02     2.60685E+01     8.88561E-02    -5.80716E+01
    1351     7.47697E+02     2.59111E+01     8.88270E-02    -5.83236E+01
    1352     7.48976E+02     2.57519E+01     8.87984E-02    -5.85626E+01
    1353     7.50270E+02     2.55909E+01     8.87703E-02    -5.87887E+01
    1354     7.51572E+02     2.54285E+01     8.87427E-02    -5.90018E+01
    1355     7.52893E+02     2.52644E+01     8.87156E-02    -5.92017E+01
    1356     7.54224E+02     2.50988E+01     8.86889E-02    -5.93886E+01
    1357     7.55566E+02     2.49319E+01     8.86628E-02    -5.95623E+01
    1358     7.56921E+02     2.47636E+01     8.86371E-02    -5.97227E+01
    1359     7.58279E+02     2.45939E+01     8.86118E-02    -5.98699E+01
    1360     7.59642E+02     2.44231E+01     8.85869E-02    -6.00037E+01
    1361     7.61009E+02     2.42511E+01     8.85625E-02    -6.01242E+01
    1362     7.62389E+02     2.40779E+01     8.85385E-02    -6.02313E+01
    1363     7.63767E+02     2.39037E+01     8.85148E-02    -6.03250E+01
    1364     7.65151E+02     2.37285E+01     8.84916E-02    -6.04052E+01
    1365     7.66540E+02     2.35524E+01     8.84687E-02    -6.04721E+01
    1366     7.67920E+02     2.33755E+01     8.84462E-02    -6.05255E+01
    1367     7.69306E+02     2.31978E+01     8.84240E-02    -6.05655E+01
    1368     7.70691E+02     2.30193E+01     8.84021E-02    -6.05921E+01
    1369     7.72068E+02     2.28403E+01     8.83805E-02    -6.06053E+01
    1370     7.73453E+02     2.26607E+01     8.83593E-02    -6.06051E+01
    1371     7.74821E+02     2.24805E+01     8.83383E-02    -6.05917E+01
    1372     7.76190E+02     2.23000E+01     8.83176E-02    -6.05649E+01
    1373     7.77552E+02     2.21191E+01     8.82971E-02    -6.05249E+01
    1374     7.78906E+02     2.19379E+01     8.82770E-02    -6.04717E+01
    1375     7.80247E+02     2.17565E+01     8.82570E-02    -6.04054E+01
    1376     7.81581E+02     2.15750E+01     8.82373E-02    -6.03259E+01
    1377     7.82908E+02     2.13933E+01     8.82177E-02    -6.02335E+01
    1378     7.84222E+02     2.12117E+01     8.81984E-02    -6.01280E+01
    1379     7.85523E+02     2.10300E+01     8.81792E-02    -6.00096E+01
    1380     7.86803E+02     2.08486E+01     8.81602E-02    -5.98782E+01
    1381     7.88078E+02     2.06672E+01     8.81414E-02    -5.97339E+01
    1382     7.89333E+02     2.04860E+01     8.81227E-02    -5.95769E+01
    1383     7.90569E+02     2.03051E+01     8.81041E-02    -5.94070E+01
    1384     7.91784E+02     2.01246E+01     8.80856E-02    -5.92244E+01
    1385     7.92988E+02     1.99444E+01     8.80673E-02    -5.90293E+01
    1386     7.94173E+02     1.97648E+01     8.80490E-02    -5.88219E+01
    1387     7.95331E+02     1.95857E+01     8.80308E-02    -5.86022E+01
    1388     7.96471E+02     1.94073E+01     8.80126E-02    -5.83704E+01
    1389     7.97584E+02     1.92296E+01     8.79945E-02    -5.81266E+01
    1390     7.98680E+02     1.90526E+01     8.79764E-02    -5.78710E+01
    1391     7.99750E+02     1.88765E+01     8.79583E-02    -5.76037E+01
    1392     8.00795E+02     1.87013E+01     8.79402E-02    -5.73248E+01
    1393     8.01822E+02     1.85270E+01     8.79221E-02    -5.70344E+01
    1394     8.02817E+02     1.83537E+01     8.79040E-02    -5.67326E+01
    1395     8.03780E+02     1.81815E+01     8.78858E-02    -5.64196E+01
    1396     8.04719E+02     1.80103E+01     8.78676E-02    -5.60953E+01
    1397     8.05633E+02     1.78404E+01     8.78493E-02    -5.57601E+01
    1398     8.06509E+02     1.76717E+01     8.78309E-02    -5.54140E+01
    1399     8.07361E+02     1.75042E+01     8.78124E-02    -5.50571E+01
    1400     8.08174E+02     1.73381E+01     8.77938E-02    -5.46898E+01
    1401     8.08964E+02     1.71734E+01     8.77751E-02    -5.43122E+01
    1402     8.09716E+02     1.70102E+01     8.77563E-02    -5.39242E+01
    1403     8.10437E+02     1.68483E+01     8.77373E-02    -5.35264E+01
    1404     8.11128E+02     1.66881E+01     8.77181E-02    -5.31187E+01
    1405     8.11782E+02     1.65295E+01     8.76988E-02    -5.27013E+01
    1406     8.12398E+02     1.63726E+01     8.76792E-02    -5.22745E+01
    1407     8.12977E+02     1.62173E+01     8.76595E-02    -5.18383E+01
    1408     8.13526E+02     1.60638E+01     8.76395E-02    -5.13930E+01
    1409     8.14031E+02     1.59121E+01     8.76193E-02    -5.09387E+01
    1410     8.14507E+02     1.57622E+01     8.75989E-02    -5.04756E+01
    1411     8.14940E+02     1.56142E+01     8.75782E-02    -5.00039E+01
    1412     8.15335E+02     1.54681E+01     8.75572E-02    -4.95239E+01
    1413     8.15688E+02     1.53241E+01     8.75360E-02    -4.90356E+01
    1414     8.16004E+02     1.51821E+01     8.75144E-02    -4.85394E+01
    1415     8.16277E+02     1.50421E+01     8.74926E-02    -4.80355E+01
    1416     8.16514E+02     1.49042E+01     8.74704E-02    -4.75242E+01
    1417     8.16708E+02     1.47685E+01     8.74479E-02    -4.70056E+01
    1418     8.16867E+02     1.46351E+01     8.74250E-02    -4.64800E+01
    1419     8.16983E+02     1.45039E+01     8.74018E-02    -4.59475E+01
    1420     8.17057E+02     1.43749E+01     8.73781E-02    -4.54085E+01
    1421     8.17088E+02     1.42483E+01     8.73542E-02    -4.48632E+01
    1422     8.17076E+02     1.41241E+01     8.73298E-02    -4.43117E+01
    1423     8.17030E+02     1.40022E+01     8.73050E-02    -4.37542E+01
    1424     8.16935E+02     1.38828E+01     8.72798E-02    -4.31909E+01
    1425     8.16797E+02     1.37658E+01     8.72542E-02    -4.26222E+01
    1426     8.16618E+02     1.36514E+01     8.72281E-02    -4.20482E+01
    1427     8.16390E+02     1.35394E+01     8.72016E-02    -4.14691E+01
    1428     8.16119E+02     1.34299E+01     8.71746E-02    -4.08850E+01
    1429     8.15808E+02     1.33231E+01     8.71471E-02    -4.02965E+01
    1430     8.15455E+02     1.32188E+01     8.71192E-02    -3.97035E+01
    1431     8.15053E+02     1.31172E+01     8.70908E-02    -3.91064E+01
    1432     8.14609E+02     1.30182E+01     8.70618E-02    -3.85054E+01
    1433     8.14117E+02     1.29219E+01     8.70324E-02    -3.79006E+01
    1434     8.13584E+02     1.28283E+01     8.70024E-02    -3.72924E+01
    1435     8.13003E+02     1.27374E+01     8.69720E-02    -3.66810E+01
    1436     8.12380E+02     1.26493E+01     8.69409E-02    -3.60666E+01
    1437     8.11709E+02     1.25639E+01     8.69094E-02    -3.54494E+01
    1438     8.10990E+02     1.24812E+01     8.68773E-02    -3.48297E+01
    1439     8.10230E+02     1.24015E+01     8.68446E-02    -3.42078E+01
    1440     8.09429E+02     1.23245E+01     8.68113E-02    -3.35837E+01
    1441     8.08579E+02     1.22503E+01     8.67775E-02    -3.29579E+01
    1442     8.07682E+02     1.21789E+01     8.67431E-02    -3.23304E+01
    1443     8.06737E+02     1.21103E+01     8.67081E-02    -3.17015E+01
    1444     8.05750E+02     1.20446E+01     8.66726E-02    -3.10715E+01
    1445     8.04716E+02     1.19818E+01     8.66364E-02    -3.04405E+01
    1446     8.03634E+02     1.19219E+01     8.65996E-02    -2.98088E+01
    1447     8.02511E+02     1.18648E+01     8.65622E-02    -2.91767E+01
    1448     8.01340E+02     1.18105E+01     8.65242E-02    -2.85443E+01
    1449     8.00120E+02     1.17592E+01     8.64856E-02    -2.79120E+01
    1450     7.98861E+02     1.17108E+01     8.64463E-02    -2.72799E+01
    1451     7.97560E+02     1.16653E+01     8.64064E-02    -2.66483E+01
    1452     7.96212E+02     1.16226E+01     8.63659E-02    -2.60175E+01
    1453     7.94815E+02     1.15829E+01     8.63248E-02    -2.53877E+01
    1454     7.93378E+02     1.15460E+01     8.62830E-02    -2.47591E+01
    1455     7.91900E+02     1.15120E+01     8.62405E-02    -2.41319E+01
    1456     7.90381E+02     1.14809E+01     8.61974E-02    -2.35063E+01
    1457     7.88821E+02     1.14528E+01     8.61537E-02    -2.28826E+01
    1458     7.87213E+02     1.14273E+01     8.61093E-02    -2.22610E+01
    1459     7.85564E+02     1.14048E+01     8.60643E-02    -2.16415E+01
    1460     7.83874E+02     1.13852E+01     8.60186E-02    -2.10246E+01
    1461     7.82143E+02     1.13684E+01     8.59722E-02    -2.04103E+01
    1462     7.80372E+02     1.13544E+01     8.59252E-02    -1.97990E+01
    1463     7.78558E+02     1.13432E+01     8.58775E-02    -1.91907E+01
    1464     7.76704E+02     1.13348E+01     8.58292E-02    -1.85858E+01
    1465     7.74809E+02     1.13292E+01     8.57802E-02    -1.79842E+01
    1466     7.72879E+02     1.13264E+01     8.57305E-02    -1.73865E+01
    1467     7.70908E+02     1.13263E+01     8.56802E-02    -1.67926E+01
    1468     7.68903E+02     1.13290E+01     8.56292E-02    -1.62029E+01
    1469     7.66857E+02     1.13343E+01     8.55775E-02    -1.56175E+01
    1470     7.64768E+02     1.13424E+01     8.55252E-02    -1.50366E+01
    1471     7.62653E+02     1.13531E+01     8.54722E-02    -1.44604E+01
    1472     7.60496E+02     1.13665E+01     8.54186E-02    -1.38890E+01
    1473     7.58297E+02     1.13825E+01     8.53643E-02    -1.33227E+01
    1474     7.56070E+02     1.14012E+01     8.53094E-02    -1.27616E+01
    1475     7.53802E+02     1.14224E+01     8.52537E-02    -1.22061E+01
    1476     7.51506E+02     1.14462E+01     8.51975E-02    -1.16561E+01
    1477     7.49175E+02     1.14725E+01     8.51406E-02    -1.11119E+01
    1478     7.46808E+02     1.15013E+01     8.50830E-02    -1.05736E+01
    1479     7.44414E+02     1.15326E+01     8.50248E-02    -1.00415E+01
    1480     7.41985E+02     1.15663E+01     8.49659E-02    -9.51567E+00
    1481     7.39528E+02     1.16025E+01     8.49064E-02    -8.99629E+00
    1482     7.37034E+02     1.16410E+01     8.48463E-02    -8.48354E+00
    1483     7.34513E+02     1.16819E+01     8.47855E-02    -7.97754E+00
    1484     7.31971E+02     1.17251E+01     8.47241E-02    -7.47845E+00
    1485     7.29392E+02     1.17706E+01     8.46621E-02    -6.98642E+00
    1486     7.26792E+02     1.18184E+01     8.45994E-02    -6.50159E+00
    1487     7.24156E+02     1.18683E+01     8.45361E-02    -6.02413E+00
    1488     7.21498E+02     1.19205E+01     8.44722E-02    -5.55416E+00
    1489     7.18818E+02     1.19748E+01     8.44077E-02    -5.09183E+00
    1490     7.16106E+02     1.20312E+01     8.43426E-02    -4.63726E+00
    1491     7.13371E+02     1.20896E+01     8.42769E-02    -4.19057E+00
    1492     7.10612E+02     1.21501E+01     8.42105E-02    -3.75190E+00
    1493     7.07831E+02     1.22126E+01     8.41436E-02    -3.32139E+00
    1494     7.05026E+02     1.22770E+01     8.40761E-02    -2.89915E+00
    1495     7.02199E+02     1.23433E+01     8.40080E-02    -2.48531E+00
    1496     6.99350E+02     1.24116E+01     8.39394E-02    -2.07998E+00
    1497     6.96482E+02     1.24815E+01     8.38702E-02    -1.68324E+00
    1498     6.93593E+02     1.25533E+01     8.38004E-02    -1.29519E+00
    1499     6.90685E+02     1.26268E+01     8.37300E-02    -9.15936E-01
    1500     6.87759E+02     1.27021E+01     8.36591E-02    -5.45565E-01
    1501     6.84814E+02     1.27789E+01     8.35877E-02    -1.84181E-01
    1502     6.81854E+02     1.28574E+01     8.35157E-02     1.68133E-01
    1503     6.78878E+02     1.29374E+01     8.34432E-02     5.11283E-01
