# Planck 2018 lensed scalar CMB, D_ell = l(l+1)C_l/2pi in muK^2.
# Lensing BB only -- scalars, r = 0, no primordial B modes.
# Planck 2018 VI Table 2, TT,TE,EE+lowE+lensing (marginalised means):
#   H0=67.36 ombh2=0.02237 omch2=0.12 tau=0.0544
#   As=2.1e-09 ns=0.9649 mnu=0.06 omk=0
# CAMB 1.6.5, lens_potential_accuracy=4.
# columns: ell  D_TT  D_EE  D_BB  D_TE
     749     2.21767E+03     2.82460E+01     8.89294E-02    -1.34029E+02
     750     2.22584E+03     2.79808E+01     8.90548E-02    -1.33970E+02
     751     2.23398E+03     2.77141E+01     8.91809E-02    -1.33875E+02
     752     2.24208E+03     2.74463E+01     8.93076E-02    -1.33744E+02
     753     2.25014E+03     2.71774E+01     8.94349E-02    -1.33578E+02
     754     2.25817E+03     2.69074E+01     8.95628E-02    -1.33375E+02
     755     2.26615E+03     2.66366E+01     8.96912E-02    -1.33137E+02
     756     2.27408E+03     2.63652E+01     8.98202E-02    -1.32863E+02
     757     2.28197E+03     2.60932E+01     8.99497E-02    -1.32553E+02
     758     2.28981E+03     2.58207E+01     9.00798E-02    -1.32209E+02
     759     2.29759E+03     2.55480E+01     9.02102E-02    -1.31830E+02
     760     2.30532E+03     2.52751E+01     9.03412E-02    -1.31416E+02
     761     2.31298E+03     2.50022E+01     9.04725E-02    -1.30967E+02
     762     2.32058E+03     2.47293E+01     9.06043E-02    -1.30484E+02
     763     2.32811E+03     2.44567E+01     9.07365E-02    -1.29966E+02
     764     2.33557E+03     2.41843E+01     9.08690E-02    -1.29413E+02
     765     2.34294E+03     2.39123E+01     9.10018E-02    -1.28826E+02
     766     2.35022E+03     2.36409E+01     9.11349E-02    -1.28204E+02
     767     2.35742E+03     2.33701E+01     9.12683E-02    -1.27547E+02
     768     2.36453E+03     2.31000E+01     9.14020E-02    -1.26855E+02
     769     2.37152E+03     2.28309E+01     9.15359E-02    -1.26131E+02
     770     2.37843E+03     2.25628E+01     9.16700E-02    -1.25373E+02
     771     2.38522E+03     2.22959E+01     9.18043E-02    -1.24581E+02
     772     2.39190E+03     2.20304E+01     9.19387E-02    -1.23757E+02
     773     2.39847E+03     2.17663E+01     9.20732E-02    -1.22900E+02
     774     2.40491E+03     2.15037E+01     9.22078E-02    -1.22012E+02
     775     2.41124E+03     2.12429E+01     9.23425E-02    -1.21092E+02
     776     2.41744E+03     2.09840E+01     9.24772E-02    -1.20142E+02
     777     2.42353E+03     2.07270E+01     9.26119E-02    -1.19161E+02
     778     2.42949E+03     2.04720E+01     9.27466E-02    -1.18150E+02
     779     2.43534E+03     2.02192E+01     9.28812E-02    -1.17109E+02
     780     2.44105E+03     1.99688E+01     9.30157E-02    -1.16040E+02
     781     2.44664E+03     1.97206E+01     9.31501E-02    -1.14942E+02
     782     2.45210E+03     1.94749E+01     9.32844E-02    -1.13816E+02
     783     2.45743E+03     1.92319E+01     9.34185E-02    -1.12660E+02
     784     2.46261E+03     1.89915E+01     9.35523E-02    -1.11478E+02
     785     2.46766E+03     1.87539E+01     9.36860E-02    -1.10267E+02
     786     2.47254E+03     1.85191E+01     9.38193E-02    -1.09029E+02
     787     2.47728E+03     1.82873E+01     9.39524E-02    -1.07763E+02
     788     2.48186E+03     1.80586E+01     9.40851E-02    -1.06469E+02
     789     2.48627E+03     1.78331E+01     9.42175E-02    -1.05150E+02
     790     2.49052E+03     1.76109E+01     9.43494E-02    -1.03803E+02
     791     2.49460E+03     1.73922E+01     9.44810E-02    -1.02433E+02
     792     2.49852E+03     1.71772E+01     9.46121E-02    -1.01038E+02
     793     2.50227E+03     1.69659E+01     9.47427E-02    -9.96205E+01
     794     2.50585E+03     1.67585E+01     9.48728E-02    -9.81802E+01
     795     2.50925E+03     1.65552E+01     9.50023E-02    -9.67190E+01
     796     2.51249E+03     1.63559E+01     9.51312E-02    -9.52361E+01
     797     2.51555E+03     1.61607E+01     9.52596E-02    -9.37330E+01
     798     2.51844E+03     1.59697E+01     9.53873E-02    -9.22097E+01
     799     2.52116E+03     1.57829E+01     9.55143E-02    -9.06668E+01
     800     2.52370E+03     1.56005E+01     9.56406E-02    -8.91036E+01
     801     2.52607E+03     1.54224E+01     9.57662E-02    -8.75223E+01
     802     2.52827E+03     1.52485E+01     9.58910E-02    -8.59221E+01
     803     2.53028E+03     1.50793E+01     9.60151E-02    -8.43037E+01
     804     2.53212E+03     1.49145E+01     9.61383E-02    -8.26686E+01
     805     2.53377E+03     1.47546E+01     9.62607E-02    -8.10160E+01
     806     2.53523E+03     1.45994E+01     9.63822E-02    -7.93481E+01
     807     2.53649E+03     1.44492E+01     9.65028E-02    -7.76633E+01
     808     2.53755E+03     1.43040E+01     9.66225E-02    -7.59647E+01
     809     2.53841E+03     1.41639E+01     9.67412E-02    -7.42514E+01
     810     2.53906E+03     1.40291E+01     9.68589E-02    -7.25241E+01
     811     2.53951E+03     1.38995E+01     9.69757E-02    -7.07845E+01
     812     2.53978E+03     1.37751E+01     9.70913E-02    -6.90331E+01
     813     2.53984E+03     1.36560E+01     9.72060E-02    -6.72709E+01
     814     2.53972E+03     1.35422E+01     9.73195E-02    -6.54988E+01
     815     2.53942E+03     1.34337E+01     9.74320E-02    -6.37175E+01
     816     2.53894E+03     1.33306E+01     9.75433E-02    -6.19280E+01
     817     2.53828E+03     1.32330E+01     9.76534E-02    -6.01306E+01
     818     2.53742E+03     1.31409E+01     9.77624E-02    -5.83257E+01
     819     2.53637E+03     1.30543E+01     9.78701E-02    -5.65135E+01
     820     2.53512E+03     1.29734E+01     9.79766E-02    -5.46946E+01
     821     2.53366E+03     1.28982E+01     9.80819E-02    -5.28691E+01
     822     2.53199E+03     1.28287E+01     9.81860E-02    -5.10374E+01
     823     2.53010E+03     1.27649E+01     9.82887E-02    -4.92000E+01
     824     2.52800E+03     1.27071E+01     9.83901E-02    -4.73577E+01
     825     2.52571E+03     1.26550E+01     9.84902E-02    -4.55119E+01
     826     2.52321E+03     1.26088E+01     9.85889E-02    -4.36635E+01
     827     2.52052E+03     1.25685E+01     9.86863E-02    -4.18138E+01
     828     2.51763E+03     1.25340E+01     9.87823E-02    -3.99638E+01
     829     2.51457E+03     1.25054E+01     9.88769E-02    -3.81146E+01
     830     2.51133E+03     1.24828E+01     9.89701E-02    -3.62672E+01
     831     2.50791E+03     1.24660E+01     9.90618E-02    -3.44220E+01
     832     2.50430E+03     1.24552E+01     9.91521E-02    -3.25794E+01
     833     2.50050E+03     1.24504E+01     9.92409E-02    -3.07396E+01
     834     2.49651E+03     1.24516E+01     9.93282E-02    -2.89030E+01
     835     2.49233E+03     1.24588E+01     9.94140E-02    -2.70698E+01
     836     2.48793E+03     1.24720E+01     9.94984E-02    -2.52403E+01
     837     2.48333E+03     1.24913E+01     9.95811E-02    -2.34151E+01
     838     2.47855E+03     1.25167E+01     9.96624E-02    -2.15947E+01
     839     2.47355E+03     1.25480E+01     9.97421E-02    -1.97804E+01
     840     2.46837E+03     1.25854E+01     9.98202E-02    -1.79728E+01
     841     2.46301E+03     1.26286E+01     9.98967E-02    -1.61731E+01
     842     2.45748E+03     1.26777E+01     9.99716E-02    -1.43821E+01
     843     2.45176E+03     1.27327E+01     1.00045E-01    -1.26009E+01
     844     2.44589E+03     1.27934E+01     1.00117E-01    -1.08302E+01
     845     2.43983E+03     1.28599E+01     1.00187E-01    -9.07053E+00
     846     2.43362E+03     1.29322E+01     1.00255E-01    -7.32264E+00
     847     2.42723E+03     1.30104E+01     1.00322E-01    -5.58689E+00
     848     2.42066E+03     1.30945E+01     1.00387E-01    -3.86384E+00
     849     2.41392E+03     1.31844E+01     1.00451E-01    -2.15399E+00
     850     2.40699E+03     1.32801E+01     1.00513E-01    -4.57867E-01
     851     2.39989E+03     1.33819E+01     1.00573E-01     1.22404E+00
     852     2.39262E+03     1.34893E+01     1.00631E-01     2.89126E+00
     853     2.38517E+03     1.36025E+01     1.00688E-01     4.54334E+00
     854     2.37755E+03     1.37213E+01     1.00743E-01     6.17982E+00
     855     2.36978E+03     1.38456E+01     1.00796E-01     7.80026E+00
     856     2.36185E+03     1.39753E+01     1.00848E-01     9.40421E+00
     857     2.35377E+03     1.41102E+01     1.00898E-01     1.09912E+01
     858     2.34556E+03     1.42505E+01     1.00946E-01     1.25608E+01
     859     2.33720E+03     1.43958E+01     1.00993E-01     1.41121E+01
     860     2.32870E+03     1.45464E+01     1.01038E-01     1.56444E+01
     861     2.32006E+03     1.47021E+01     1.01081E-01     1.71568E+01
     862     2.31129E+03     1.48628E+01     1.01122E-01     1.86486E+01
     863     2.30238E+03     1.50288E+01     1.01162E-01     2.01190E+01
     864     2.29334E+03     1.51999E+01     1.01200E-01     2.15670E+01
     865     2.28417E+03     1.53760E+01     1.01236E-01     2.29920E+01
     866     2.27487E+03     1.55571E+01     1.01270E-01     2.43938E+01
     867     2.26544E+03     1.57431E+01     1.01303E-01     2.57723E+01
     868     2.25588E+03     1.59340E+01     1.01334E-01     2.71272E+01
     869     2.24620E+03     1.61295E+01     1.01363E-01     2.84587E+01
     870     2.23639E+03     1.63298E+01     1.01391E-01     2.97664E+01
     871     2.22646E+03     1.65345E+01     1.01417E-01     3.10504E+01
     872     2.21641E+03     1.67437E+01     1.01441E-01     3.23104E+01
     873     2.20625E+03     1.69571E+01     1.01464E-01     3.35459E+01
     874     2.19598E+03     1.71749E+01     1.01485E-01     3.47565E+01
     875     2.18559E+03     1.73968E+01     1.01504E-01     3.59416E+01
     876     2.17511E+03     1.76226E+01     1.01521E-01     3.71009E+01
     877     2.16453E+03     1.78524E+01     1.01537E-01     3.82335E+01
     878     2.15388E+03     1.80859E+01     1.01551E-01     3.93392E+01
     879     2.14312E+03     1.83231E+01     1.01564E-01     4.04174E+01
     880     2.13229E+03     1.85639E+01     1.01575E-01     4.14676E+01
     881     2.12138E+03     1.88082E+01     1.01584E-01     4.24894E+01
     882     2.11039E+03     1.90560E+01     1.01592E-01     4.34823E+01
     883     2.09932E+03     1.93071E+01     1.01598E-01     4.44459E+01
     884     2.08818E+03     1.95615E+01     1.01602E-01     4.53798E+01
     885     2.07696E+03     1.98192E+01     1.01605E-01     4.62835E+01
     886     2.06567E+03     2.00800E+01     1.01607E-01     4.71565E+01
     887     2.05431E+03     2.03439E+01     1.01606E-01     4.79989E+01
     888     2.04288E+03     2.06107E+01     1.01605E-01     4.88105E+01
     889     2.03139E+03     2.08803E+01     1.01602E-01     4.95915E+01
     890     2.01984E+03     2.11526E+01     1.01597E-01     5.03417E+01
     891     2.00824E+03     2.14275E+01     1.01591E-01     5.10611E+01
     892     1.99658E+03     2.17049E+01     1.01583E-01     5.17498E+01
     893     1.98487E+03     2.19847E+01     1.01574E-01     5.24077E+01
     894     1.97313E+03     2.22665E+01     1.01564E-01     5.30348E+01
     895     1.96133E+03     2.25506E+01     1.01552E-01     5.36307E+01
     896     1.94950E+03     2.28366E+01     1.01539E-01     5.41956E+01
     897     1.93763E+03     2.31244E+01     1.01524E-01     5.47292E+01
     898     1.92573E+03     2.34139E+01     1.01508E-01     5.52315E+01
     899     1.91381E+03     2.37049E+01     1.01491E-01     5.57024E+01
     900     1.90186E+03     2.39974E+01     1.01473E-01     5.61416E+01
     901     1.88989E+03     2.42911E+01     1.01453E-01     5.65493E+01
     902     1.87791E+03     2.45860E+01     1.01432E-01     5.69252E+01
     903     1.86592E+03     2.48820E+01     1.01410E-01     5.72692E+01
     904     1.85391E+03     2.51790E+01     1.01386E-01     5.75813E+01
     905     1.84191E+03     2.54767E+01     1.01362E-01     5.78615E+01
     906     1.82990E+03     2.57752E+01     1.01336E-01     5.81095E+01
     907     1.81790E+03     2.60743E+01     1.01309E-01     5.83253E+01
     908     1.80590E+03     2.63738E+01     1.01281E-01     5.85090E+01
     909     1.79391E+03     2.66738E+01     1.01252E-01     5.86606E+01
     910     1.78194E+03     2.69740E+01     1.01222E-01     5.87803E+01
     911     1.76998E+03     2.72744E+01     1.01191E-01     5.88680E+01
     912     1.75804E+03     2.75748E+01     1.01159E-01     5.89240E+01
     913     1.74613E+03     2.78753E+01     1.01125E-01     5.89482E+01
     914     1.73424E+03     2.81755E+01     1.01091E-01     5.89407E+01
     915     1.72238E+03     2.84754E+01     1.01056E-01     5.89016E+01
     916     1.71055E+03     2.87750E+01     1.01020E-01     5.88312E+01
     917     1.69875E+03     2.90739E+01     1.00984E-01     5.87293E+01
     918     1.68699E+03     2.93722E+01     1.00946E-01     5.85964E+01
     919     1.67526E+03     2.96697E+01     1.00908E-01     5.84324E+01
     920     1.66358E+03     2.99663E+01     1.00868E-01     5.82375E+01
     921     1.65194E+03     3.02619E+01     1.00828E-01     5.80118E+01
     922     1.64035E+03     3.05562E+01     1.00788E-01     5.77556E+01
     923     1.62881E+03     3.08493E+01     1.00746E-01     5.74693E+01
     924     1.61732E+03     3.11411E+01     1.00704E-01     5.71532E+01
     925     1.60589E+03     3.14313E+01     1.00661E-01     5.68076E+01
     926     1.59452E+03     3.17199E+01     1.00618E-01     5.64328E+01
     927     1.58322E+03     3.20067E+01     1.00574E-01     5.60293E+01
     928     1.57198E+03     3.22918E+01     1.00529E-01     5.55972E+01
     929     1.56082E+03     3.25749E+01     1.00484E-01     5.51369E+01
     930     1.54973E+03     3.28559E+01     1.00438E-01     5.46486E+01
     931     1.53870E+03     3.31348E+01     1.00392E-01     5.41327E+01
     932     1.52777E+03     3.34113E+01     1.00345E-01     5.35892E+01
     933     1.51691E+03     3.36855E+01     1.00298E-01     5.30186E+01
     934     1.50613E+03     3.39570E+01     1.00250E-01     5.24210E+01
     935     1.49544E+03     3.42259E+01     1.00202E-01     5.17967E+01
     936     1.48483E+03     3.44919E+01     1.00154E-01     5.11461E+01
     937     1.47432E+03     3.47551E+01     1.00105E-01     5.04696E+01
     938     1.46389E+03     3.50153E+01     1.00056E-01     4.97674E+01
     939     1.45356E+03     3.52724E+01     1.00007E-01     4.90399E+01
     940     1.44332E+03     3.55262E+01     9.99575E-02     4.82876E+01
     941     1.43319E+03     3.57767E+01     9.99078E-02     4.75107E+01
     942     1.42316E+03     3.60238E+01     9.98579E-02     4.67096E+01
     943     1.41322E+03     3.62673E+01     9.98078E-02     4.58847E+01
     944     1.40340E+03     3.65072E+01     9.97575E-02     4.50366E+01
     945     1.39368E+03     3.67435E+01     9.97072E-02     4.41655E+01
     946     1.38407E+03     3.69759E+01     9.96568E-02     4.32720E+01
     947     1.37457E+03     3.72044E+01     9.96063E-02     4.23566E+01
     948     1.36519E+03     3.74290E+01     9.95558E-02     4.14196E+01
     949     1.35592E+03     3.76496E+01     9.95053E-02     4.04615E+01
     950     1.34677E+03     3.78659E+01     9.94548E-02     3.94828E+01
     951     1.33774E+03     3.80780E+01     9.94043E-02     3.84838E+01
     952     1.32882E+03     3.82858E+01     9.93540E-02     3.74651E+01
     953     1.32003E+03     3.84892E+01     9.93037E-02     3.64270E+01
     954     1.31136E+03     3.86880E+01     9.92536E-02     3.53701E+01
     955     1.30282E+03     3.88822E+01     9.92036E-02     3.42948E+01
     956     1.29440E+03     3.90718E+01     9.91539E-02     3.32015E+01
     957     1.28611E+03     3.92565E+01     9.91043E-02     3.20907E+01
     958     1.27795E+03     3.94365E+01     9.90550E-02     3.09632E+01
     959     1.26991E+03     3.96117E+01     9.90059E-02     2.98195E+01
     960     1.26201E+03     3.97820E+01     9.89572E-02     2.86602E+01
     961     1.25425E+03     3.99473E+01     9.89087E-02     2.74859E+01
     962     1.24662E+03     4.01077E+01     9.88606E-02     2.62972E+01
     963     1.23912E+03     4.02631E+01     9.88129E-02     2.50949E+01
     964     1.23177E+03     4.04134E+01     9.87655E-02     2.38792E+01
     965     1.22455E+03     4.05586E+01     9.87186E-02     2.26507E+01
     966     1.21746E+03     4.06986E+01     9.86721E-02     2.14100E+01
     967     1.21052E+03     4.08333E+01     9.86261E-02     2.01575E+01
     968     1.20372E+03     4.09627E+01     9.85805E-02     1.88939E+01
     969     1.19705E+03     4.10867E+01     9.85355E-02     1.76196E+01
     970     1.19054E+03     4.12052E+01     9.84910E-02     1.63351E+01
     971     1.18415E+03     4.13183E+01     9.84470E-02     1.50410E+01
     972     1.17791E+03     4.14259E+01     9.84037E-02     1.37380E+01
     973     1.17181E+03     4.15279E+01     9.83609E-02     1.24264E+01
     974     1.16587E+03     4.16244E+01     9.83188E-02     1.11069E+01
     975     1.16005E+03     4.17152E+01     9.82772E-02     9.78024E+00
     976     1.15438E+03     4.18004E+01     9.82364E-02     8.44675E+00
     977     1.14886E+03     4.18799E+01     9.81962E-02     7.10720E+00
     978     1.14348E+03     4.19538E+01     9.81567E-02     5.76199E+00
     979     1.13824E+03     4.20220E+01     9.81180E-02     4.41175E+00
     980     1.13315E+03     4.20844E+01     9.80800E-02     3.05700E+00
     981     1.12821E+03     4.21412E+01     9.80427E-02     1.69826E+00
     982     1.12340E+03     4.21922E+01     9.80062E-02     3.36088E-01
     983     1.11874E+03     4.22376E+01     9.79705E-02    -1.02898E+00
     984     1.11422E+03     4.22772E+01     9.79356E-02    -2.39643E+00
     985     1.10985E+03     4.23110E+01     9.79015E-02    -3.76576E+00
     986     1.10561E+03     4.23390E+01     9.78682E-02    -5.13650E+00
     987     1.10153E+03     4.23612E+01     9.78358E-02    -6.50817E+00
     988     1.09759E+03     4.23776E+01     9.78042E-02    -7.88031E+00
     989     1.09378E+03     4.23881E+01     9.77735E-02    -9.25244E+00
     990     1.09012E+03     4.23927E+01     9.77437E-02    -1.06240E+01
     991     1.08660E+03     4.23914E+01     9.77148E-02    -1.19947E+01
     992     1.08323E+03     4.23842E+01     9.76868E-02    -1.33638E+01
     993     1.07999E+03     4.23711E+01     9.76597E-02    -1.47307E+01
     994     1.07690E+03     4.23522E+01     9.76335E-02    -1.60949E+01
     995     1.07395E+03     4.23275E+01     9.76083E-02    -1.74557E+01
     996     1.07113E+03     4.22969E+01     9.75840E-02    -1.88127E+01
     997     1.06846E+03     4.22605E+01     9.75607E-02    -2.01651E+01
     998     1.06592E+03     4.22182E+01     9.75383E-02    -2.15125E+01
     999     1.06352E+03     4.21702E+01     9.75169E-02    -2.28540E+01
    1000     1.06126E+03     4.21164E+01     9.74965E-02    -2.41892E+01
    1001     1.05913E+03     4.20569E+01     9.74771E-02    -2.55173E+01
    1002     1.05714E+03     4.19915E+01     9.74586E-02    -2.68377E+01
    1003     1.05527E+03     4.19203E+01     9.74412E-02    -2.81497E+01
    1004     1.05354E+03     4.18433E+01     9.74248E-02    -2.94527E+01
    1005     1.05193E+03     4.17605E+01     9.74093E-02    -3.07460E+01
    1006     1.05045E+03     4.16721E+01     9.73949E-02    -3.20294E+01
    1007     1.04909E+03     4.15781E+01     9.73815E-02    -3.33024E+01
    1008     1.04786E+03     4.14788E+01     9.73691E-02    -3.45651E+01
    1009     1.04675E+03     4.13743E+01     9.73577E-02    -3.58170E+01
    1010     1.04576E+03     4.12648E+01     9.73473E-02    -3.70579E+01
    1011     1.04489E+03     4.11504E+01     9.73380E-02    -3.82875E+01
    1012     1.04414E+03     4.10311E+01     9.73296E-02    -3.95055E+01
    1013     1.04350E+03     4.09070E+01     9.73223E-02    -4.07116E+01
    1014     1.04298E+03     4.07781E+01     9.73160E-02    -4.19054E+01
    1015     1.04257E+03     4.06441E+01     9.73108E-02    -4.30864E+01
    1016     1.04228E+03     4.05052E+01     9.73065E-02    -4.42543E+01
    1017     1.04212E+03     4.03612E+01     9.73033E-02    -4.54087E+01
    1018     1.04205E+03     4.02120E+01     9.73010E-02    -4.65491E+01
    1019     1.04210E+03     4.00578E+01     9.72998E-02    -4.76751E+01
    1020     1.04227E+03     3.98983E+01     9.72996E-02    -4.87861E+01
    1021     1.04253E+03     3.97341E+01     9.73005E-02    -4.98815E+01
    1022     1.04291E+03     3.95650E+01     9.73023E-02    -5.09606E+01
    1023     1.04338E+03     3.93914E+01     9.73051E-02    -5.20226E+01
    1024     1.04395E+03     3.92133E+01     9.73089E-02    -5.30671E+01
    1025     1.04461E+03     3.90310E+01     9.73137E-02    -5.40932E+01
    1026     1.04537E+03     3.88446E+01     9.73194E-02    -5.51005E+01
    1027     1.04621E+03     3.86540E+01     9.73262E-02    -5.60890E+01
    1028     1.04714E+03     3.84594E+01     9.73339E-02    -5.70587E+01
    1029     1.04817E+03     3.82609E+01     9.73426E-02    -5.80098E+01
    1030     1.04927E+03     3.80584E+01     9.73522E-02    -5.89424E+01
    1031     1.05047E+03     3.78521E+01     9.73628E-02    -5.98566E+01
    1032     1.05175E+03     3.76420E+01     9.73743E-02    -6.07524E+01
    1033     1.05312E+03     3.74281E+01     9.73868E-02    -6.16301E+01
    1034     1.05457E+03     3.72105E+01     9.74002E-02    -6.24889E+01
    1035     1.05610E+03     3.69894E+01     9.74145E-02    -6.33284E+01
    1036     1.05771E+03     3.67650E+01     9.74296E-02    -6.41478E+01
    1037     1.05938E+03     3.65372E+01     9.74457E-02    -6.49467E+01
    1038     1.06114E+03     3.63063E+01     9.74627E-02    -6.57245E+01
    1039     1.06295E+03     3.60724E+01     9.74805E-02    -6.64806E+01
    1040     1.06483E+03     3.58355E+01     9.74992E-02    -6.72143E+01
    1041     1.06677E+03     3.55958E+01     9.75187E-02    -6.79258E+01
    1042     1.06877E+03     3.53532E+01     9.75391E-02    -6.86148E+01
    1043     1.07082E+03     3.51078E+01     9.75603E-02    -6.92811E+01
    1044     1.07293E+03     3.48595E+01     9.75823E-02    -6.99255E+01
    1045     1.07510E+03     3.46083E+01     9.76050E-02    -7.05471E+01
    1046     1.07732E+03     3.43545E+01     9.76286E-02    -7.11468E+01
    1047     1.07959E+03     3.40977E+01     9.76529E-02    -7.17239E+01
    1048     1.08191E+03     3.38384E+01     9.76779E-02    -7.22783E+01
    1049     1.08428E+03     3.35767E+01     9.77037E-02    -7.28093E+01
    1050     1.08670E+03     3.33127E+01     9.77302E-02    -7.33185E+01
    1051     1.08915E+03     3.30468E+01     9.77574E-02    -7.38052E+01
    1052     1.09164E+03     3.27789E+01     9.77853E-02    -7.42687E+01
    1053     1.09417E+03     3.25094E+01     9.78138E-02    -7.47089E+01
    1054     1.09674E+03     3.22385E+01     9.78430E-02    -7.51259E+01
    1055     1.09933E+03     3.19662E+01     9.78728E-02    -7.55205E+01
    1056     1.10196E+03     3.16925E+01     9.79032E-02    -7.58919E+01
    1057     1.10461E+03     3.14177E+01     9.79342E-02    -7.62395E+01
    1058     1.10729E+03     3.11417E+01     9.79657E-02    -7.65646E+01
    1059     1.10998E+03     3.08647E+01     9.79978E-02    -7.68660E+01
    1060     1.11270E+03     3.05868E+01     9.80305E-02    -7.71435E+01
    1061     1.11544E+03     3.03080E+01     9.80636E-02    -7.73987E+01
    1062     1.11820E+03     3.00284E+01     9.80972E-02    -7.76293E+01
    1063     1.12097E+03     2.97481E+01     9.81313E-02    -7.78377E+01
    1064     1.12375E+03     2.94673E+01     9.81659E-02    -7.80223E+01
    1065     1.12654E+03     2.91859E+01     9.82008E-02    -7.81831E+01
    1066     1.12934E+03     2.89042E+01     9.82362E-02    -7.83217E+01
    1067     1.13214E+03     2.86222E+01     9.82720E-02    -7.84366E+01
    1068     1.13495E+03     2.83400E+01     9.83081E-02    -7.85285E+01
    1069     1.13776E+03     2.80578E+01     9.83445E-02    -7.85974E+01
    1070     1.14057E+03     2.77756E+01     9.83813E-02    -7.86433E+01
    1071     1.14337E+03     2.74935E+01     9.84183E-02    -7.86663E+01
    1072     1.14617E+03     2.72117E+01     9.84556E-02    -7.86671E+01
    1073     1.14896E+03     2.69303E+01     9.84932E-02    -7.86448E+01
    1074     1.15174E+03     2.66494E+01     9.85309E-02    -7.86004E+01
    1075     1.15450E+03     2.63692E+01     9.85689E-02    -7.85337E+01
    1076     1.15726E+03     2.60897E+01     9.86071E-02    -7.84441E+01
    1077     1.16000E+03     2.58109E+01     9.86454E-02    -7.83330E+01
    1078     1.16272E+03     2.55331E+01     9.86838E-02    -7.82004E+01
    1079     1.16542E+03     2.52564E+01     9.87223E-02    -7.80455E+01
    1080     1.16811E+03     2.49807E+01     9.87609E-02    -7.78699E+01
    1081     1.17076E+03     2.47064E+01     9.87996E-02    -7.76721E+01
    1082     1.17339E+03     2.44333E+01     9.88383E-02    -7.74534E+01
    1083     1.17599E+03     2.41616E+01     9.88771E-02    -7.72140E+01
    1084     1.17857E+03     2.38916E+01     9.89158E-02    -7.69537E+01
    1085     1.18111E+03     2.36231E+01     9.89544E-02    -7.66734E+01
    1086     1.18362E+03     2.33563E+01     9.89931E-02    -7.63715E+01
    1087     1.18610E+03     2.30912E+01     9.90316E-02    -7.60502E+01
    1088     1.18853E+03     2.28281E+01     9.90700E-02    -7.57088E+01
    1089     1.19093E+03     2.25670E+01     9.91083E-02    -7.53472E+01
    1090     1.19328E+03     2.23079E+01     9.91465E-02    -7.49662E+01
    1091     1.19560E+03     2.20510E+01     9.91844E-02    -7.45665E+01
    1092     1.19787E+03     2.17963E+01     9.92222E-02    -7.41474E+01
    1093     1.20009E+03     2.15441E+01     9.92598E-02    -7.37102E+01
    1094     1.20227E+03     2.12943E+01     9.92971E-02    -7.32543E+01
    1095     1.20440E+03     2.10471E+01     9.93342E-02    -7.27810E+01
    1096     1.20648E+03     2.08025E+01     9.93709E-02    -7.22896E+01
    1097     1.20851E+03     2.05607E+01     9.94074E-02    -7.17809E+01
    1098     1.21049E+03     2.03217E+01     9.94435E-02    -7.12555E+01
    1099     1.21241E+03     2.00857E+01     9.94793E-02    -7.07134E+01
    1100     1.21429E+03     1.98527E+01     9.95147E-02    -7.01554E+01
    1101     1.21609E+03     1.96226E+01     9.95497E-02    -6.95805E+01
    1102     1.21785E+03     1.93956E+01     9.95843E-02    -6.89904E+01
    1103     1.21954E+03     1.91719E+01     9.96185E-02    -6.83842E+01
    1104     1.22118E+03     1.89515E+01     9.96522E-02    -6.77632E+01
    1105     1.22275E+03     1.87344E+01     9.96854E-02    -6.71275E+01
    1106     1.22426E+03     1.85206E+01     9.97182E-02    -6.64774E+01
    1107     1.22571E+03     1.83104E+01     9.97504E-02    -6.58132E+01
    1108     1.22708E+03     1.81036E+01     9.97820E-02    -6.51355E+01
    1109     1.22840E+03     1.79006E+01     9.98132E-02    -6.44445E+01
    1110     1.22965E+03     1.77012E+01     9.98437E-02    -6.37406E+01
    1111     1.23083E+03     1.75056E+01     9.98736E-02    -6.30242E+01
    1112     1.23194E+03     1.73137E+01     9.99030E-02    -6.22956E+01
    1113     1.23298E+03     1.71257E+01     9.99317E-02    -6.15554E+01
    1114     1.23396E+03     1.69417E+01     9.99597E-02    -6.08037E+01
    1115     1.23486E+03     1.67616E+01     9.99871E-02    -6.00411E+01
    1116     1.23569E+03     1.65856E+01     1.00014E-01    -5.92680E+01
    1117     1.23645E+03     1.64136E+01     1.00040E-01    -5.84847E+01
    1118     1.23713E+03     1.62458E+01     1.00065E-01    -5.76915E+01
    1119     1.23774E+03     1.60823E+01     1.00089E-01    -5.68890E+01
    1120     1.23827E+03     1.59228E+01     1.00113E-01    -5.60774E+01
    1121     1.23873E+03     1.57677E+01     1.00136E-01    -5.52572E+01
    1122     1.23912E+03     1.56169E+01     1.00158E-01    -5.44287E+01
    1123     1.23942E+03     1.54704E+01     1.00180E-01    -5.35924E+01
    1124     1.23965E+03     1.53284E+01     1.00200E-01    -5.27485E+01
    1125     1.23980E+03     1.51908E+01     1.00220E-01    -5.18976E+01
    1126     1.23987E+03     1.50576E+01     1.00239E-01    -5.10400E+01
    1127     1.23986E+03     1.49290E+01     1.00257E-01    -5.01764E+01
    1128     1.23978E+03     1.48049E+01     1.00274E-01    -4.93070E+01
    1129     1.23961E+03     1.46855E+01     1.00290E-01    -4.84324E+01
    1130     1.23938E+03     1.45706E+01     1.00305E-01    -4.75530E+01
